accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
1060,avalanche,9e4c6715-71db-47d8-b106-a6f7f88a52fb,2013-02-17,39.91436,-105.67092,CO,Beacon Peak,,,avalanche,backcountry_skiing,near_miss,0,0,"We made a poor route decision. We attained the ridge a bit higher and more to the west then planned. We planned to stay in the trees located 100-200 ft to rider's left. We thought we could drop from where we attained the ridge and with a slight left traverse after the first low angle turns we could enter into the solidly treed area. Unfortunately, the slope contoured to rider's right, away from the trees and before we realized this we were too far right to safely traverse. There were two routes through a small cliff/rock band below us. Neither were desirable. We discussed hiking back up - very briefly. Another mistake. We opted for the route through the rocks to rider's right as the pitch was less steep and the slope featured a bench about half way down. I had done a couple of cuts and hard jumps above this area with no movement but did not try to cut this slope. I entered the pitch, made a single turn when the avalanche occured. It broke approximately 25 ft above me and 30 ft below me. I tried to ride out of it to rider's left but was quickly, yet gently knocked off my board and onto my belly. I floated on the top at relatively slow speed for approx 50-60 vert ft - maybe 100-120 ft down slope. As I neared the bench in the slope, which is lightly treed, the slide slowed and I came to a stop next to a small tree. I called to my partner that I was okay. He descended on the bed surface to my location. We took a few photos and exited the remaining pitch next to the debris below. We both had beacons, probes and shovels and have attended avy classes. We were on splitboards. We did not dig a pit. We read the CAIC forecast that day which, as it turns out was spot on. I thought I had respect for the risk before, but this incident has provided a new perspective. Never take anything for granted in the bc AND KNOW YOUR ROUTE!!!"
1061,avalanche,f8943b66-e25d-4cde-87a5-ff430af30968,2013-02-17,40.5191425,-105.8932016,CO,Cameron Pass,,,avalanche,backcountry_skiing,serious,0,2,"3 people in the party.  Party entered from west along Michigan Ditch.  Skinner A set the skin track up approx 75 vertical feet with 4 switchbacks while Skinner's B and C waited in a safe zone.  Skinner A arrived at a safe zone at the top.  Skinner B proceeded to ascend the skin track to Skinner A.  Once Skinner B had arrived at the safe zone, Skinner C began to ascend.  On the 4th switchback Skinner C ran into some difficulty.  Skinner A offered help and started to slowly walk backwards down the skin track to Skinner C.  Approx 5 steps from the safe zone the slab released directly under Skinner A and around Skinner C.  Skinner A dropped right down onto the bed surface at the crown line and watched while Skinner C disappeared into the slide.  Both Skinner A and B switched to search and descended the slide path.  A signal was acquired on the other side of the ditch as both A and B approached the buried location and fortunately Skinner C was able to punch her hand through to the surface.  It took approx 2-3 minutes total to locate victim and approx another 5 minutes to dig her out.  Victim was buried approx 1'-2.5' deep on right side facing downhill and had no major injuries.  All equipment, skis and poles, were found within 25' of victim.  Skinner C was able to ski back to the vehicle with A and B.  Skinner C had an Avalung pack and was able to put the mouth piece in as the slide started.  She stated that it helped her to breathe while the slide was happening and kept her calm while A and B searched."
1062,avalanche,41cccb42-3c5c-4bad-9d3a-e4d23732afd1,2013-02-16,39.623971,-105.876514,CO,Montezuma Bowl - Arapahoe Basin,,,avalanche,backcountry_skiing,serious,0,22,"<p>The ski patroller leading the group of 14 was the lowest group member on the slope. He was looking uphill when the avalanche released and yelled ""Avalanche!"" and some brief instructions to his group. There were three riders (two customers and a second ski patroller) from the previous group lower in the path. All three riders moved off to the side and away from the avalanche. Some of the riders in the group of 14 were able to move to the west (skier's right) into the Max area and out of the avalanche. One skier rode to the east and skied into the Long Chute area. The rest were caught up in the flow and tumbled downhill in the debris. Several were pushed along the rocks below the rock outcrop were they had regrouped. Some were submerged in the flow before coming to rest on the surface. Others rode on top of the debris until it stopped moving. The longest ride was nearly 700 vertical feet (over 200 m).</p>"
1063,avalanche,776b388a-6c0c-4f12-8340-761690b8d8c6,2013-02-11,37.9091964,-107.8100459,CO,Bear Creek,,,avalanche,backcountry_skiing,serious,0,2,
1064,avalanche,48429b2d-4b05-4170-a7c5-ccab08900e9d,2013-02-07,39.79218,-105.80589,CO,Berthoud Pass-Current Creek-Postage Stamp,,,avalanche,backcountry_skiing,serious,0,3,"<p>Rider 1 was able to quickly ski off the slab and onto the south flank of the avalanche. Skier 2, still at the small island of rocks, was also caught in the slide but was unable to exit off the slab. Skier 2 grabbed a small tree but was quickly pulled off. Skier 2 was then swept a short distance into a clump of small trees. Skier 2 was partially buried, lying face up, body across the slope, with one arm and face clear of the debris.<br><br>As Skier 2 was swept downhill Skier 1 was skiing off the slab but kept looking back to keep a visual on Skier 2. When Skier 2 came to a stop they were able to communicate verbally and state they were ok.</p>"
1065,avalanche,6fb16217-986f-4d54-8242-c2e2210877b0,2013-02-03,39.79996,-105.79113,CO,"Russell Peak, near Berthoud Pass",,,avalanche,backcountry_skiing,serious,0,4,"<p>When the avalanche released several group members headed for shelter behind a large boulder. Party members who reached shelter were able to establish voice communication with the other group within seconds after the avalanche stopped.</p>
<p>Skier 1 fell into a treewell trying to reach the rock, and was over-run by the avalanche. Skier 1 was fully buried about 1 foot deep, but able to punch through the snow to the surface and quickly clear their airway. Skier 1 then dug out of the debris with assistance from the rest of the group.</p>
<p>Skier 2 was caught, pushed about 15 feet into a small tree, and partially buried face-down about 1 foot deep. The tree provided an air pocket for Skier 2, and they were able to communicate with the group. A ski tip and portion of Skier 2's backpack was visible on the debris surface. The rest of the party helped extract Skier 2. Both Skiers 1 and 2 returned to the trailhead under their own power.</p>"
1066,avalanche,e73555fc-01f5-4ebd-90ce-1fcb85ad9ce3,2013-02-02,37.89819,-107.65301,CO,"Cement Creek, near Silverton",,,avalanche,backcountry_skiing,fatal,1,5,"<p>Skier 1 entered 'Clothesline' skier's right of the main avalanche path and skied part way down the slope before stopping behind a large tree. Skier 2 entered and skied a similar area before stopping with Skier 1.</p>
<p>Skier 3 entered the slope and skied to the right of the previous tracks, triggering the avalanche. The avalanche propagated to the skiers right at the top of the path causing a lot of snow to run through fairly thick timber and into the main avalanche path, and sweeping Skiers 1 and 2 from their location behind the tree. Skier 3 was pushed up against a tree and partially buried. He was able to quickly extricate himself and could see Skier 1 from his location. Skier 1 was mostly on the surface of the snow, but pinned to a tree. Skier 3 helped Skier 1 out of the snow and assessed his injuries. Skier 1 was injured but able to travel downhill. Skier 2 was further downhill and fully buried.</p>"
1067,avalanche,6893296e-f435-44a0-889a-f8f1b8c46e12,2013-02-02,37.8991,-107.65254,CO,Cement Creek,,,avalanche,backcountry_skiing,serious,0,4,"This incident occurred in close proximity (in both time and space) to a fatal avalanche accident. In both cases, the characteristics of the slope (aspect and elevation) and the snowpack (slab and weak layer) were very similar. The avalanches released within about 20 minutes of each other. Although in many ways these avalanches were quite similar, the outcome for the two parties was quite different. The account of the fatal avalanche accident is described in a separate report.
This area is accessed via County Road 110, just north of Silverton Mountain Ski Area. The group dug a snowpit on their first ascent. It was on an east-facing slope that was near treeline. They described the results of their snow profile as ""moderate"" and decided to continue skiing. The group skied one run on the east-facing terrain just to the skier's right of the typical uptrack, and another on more north-facing terrain. During both runs the group did not see any cracking in the snowpack or observe any whumpfing. They skinned back up to the summit for a final run,  where they saw another party of three about to ski similar terrain. They decided to descend down the east face a little further to the skier's right (the other group they saw proceeded around the cirque to ski a different line). 
All three party members skied about 1/3 the way down to a steeper rollover.  Skier 1 dropped directly onto the slope and made about 10 turns before traversing off to the side to wait. Skier 2 skied down toward Skier 1, stopping about 10 feet further downhill.  During Skier 2's descent the slope fractured and Skier 3 yelled warnings.  Both Skiers 1 &amp; 2 tried to move out of the way.  Skier 1 braced against a tree and was pinned up to his waist.  Skier 2 was able to move farther away and managed to stay upright as snow gathered up to his thighs.  Skier 3 watched safely from above, spotting his friends. Party members stayed in voice contact. Skier 3 helped dig out Skier 1, while Skier 2 dug himself out.
They all descended the debris and exited the area via County Road 10.  On their way out they noticed fresh avalanche debris 15-20 ft above the road. They decided to go back and investigate because the group of skiers they saw at the top of the run was headed in that direction. As they traveled uphill they met one of the skiers from the other group. This skier explained that all three of them had been caught in an avalanche. One of the members of his group was injured and the other was likely deceased.
Skier 2 left to notify the ski patrol at Silverton Mountain. After deciding it was unsafe to go back up the avalanche path, Skier 3 also left to go help find patrol, as he was more familiar with the ski area.  Skier 1 remained with the victim. 
Note: After pondering the chain of events, Skier 1 later commented that their snowpit location was fairly representative of the first lines they skied, but ultimately less representative of the slope that avalanched (the snowpit was on an easterly aspect near treeline).  The first two laps were also in more moderate terrain - less steep, tighter glades and without the steep breakovers. "
1068,avalanche,6e8a22e6-bdbb-44f4-a6a5-13dbf51e95ee,2013-02-02,39.7981113,-105.7767865,CO,Berthoud Pass,,,avalanche,backcountry_skiing,minor,0,1,
1069,avalanche,8f3adbdc-4b4b-463e-9a7c-846e361aa855,2013-02-02,39.8382959,-107.542397,CO,"Cliff Lakes, southeast of Buford",,,avalanche,snowmobiling,serious,0,2,
1070,avalanche,df18f1a4-de51-4e9f-b380-acf3c92720db,2013-02-02,40.51458,-105.90443,CO,Cameron Pass/South Diamond Peak,,,avalanche,backcountry_skiing,near_miss,0,0,"<p>On Saturday, February 2, 2012, a large avalanche released south of the summit of South Diamond Peak on a feature known as ""The Wave"". The avalanche was reported as human triggered, but we have been unable to contact anyone who witnessed the event.</p>
<p>Observers estimated the crown face of the avalanche was 3 to 5 feet deep and 300 feet wide. The debris ran approximately by 350 vertical feet.</p>
<p>Before the avalanche, winds were fairly steady out of the southwest to west in the 10 to 20 mile per hour range. Wind gusts at the nearby Cameron Pass weather station (10,574 feet) were over 40 miles per hour. Temperatures during the previous two days were between 10 to 20 °F.</p>
<p>The Joe Wright SNOTEL site received only a couple of inches of new snow from January 31, to February 2. (Approximately 0.3"" of water).</p>"
